Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos,Cluster,Role
Jimmy Butler,110,2018-19,121.0,22.3,2.9,7.9,20.2,29.0,TOT,NBA,65.0,65.0,2185.0,9.1,19.6,7.6,15.4,1.5,4.2,6.8,7.9,2.6,4.8,7.4,5.7,2.7,0.8,2.1,2.4,26.3,0.462,0.494,0.34700000000000003,0.499,0.855,0.5710000000000001,2018,SF-SG,8,All Star
Jimmy Butler,110,2018-19,121.0,22.3,2.9,7.9,20.2,29.0,TOT,NBA,65.0,65.0,2185.0,9.1,19.6,7.6,15.4,1.5,4.2,6.8,7.9,2.6,4.8,7.4,5.7,2.7,0.8,2.1,2.4,26.3,0.462,0.494,0.34700000000000003,0.499,0.855,0.5710000000000001,2018,SG,8,All Star
Jimmy Butler,110,2018-19,121.0,22.3,2.9,7.9,20.2,29.0,TOT,NBA,65.0,65.0,2185.0,9.1,19.6,7.6,15.4,1.5,4.2,6.8,7.9,2.6,4.8,7.4,5.7,2.7,0.8,2.1,2.4,26.3,0.462,0.494,0.34700000000000003,0.499,0.855,0.5710000000000001,2018,SF,8,All Star
Bruno Caboclo,109,2018-19,109.0,15.9,0.4,1.5,12.4,23.0,MEM,NBA,34.0,19.0,800.0,6.0,14.0,3.0,5.9,3.0,8.1,2.6,3.1,2.6,7.2,9.8,3.1,0.9,2.1,2.4,5.0,17.5,0.4270000000000001,0.505,0.369,0.5329999999999999,0.84,0.5710000000000001,2018,SF,1,3&D
José Calderón,112,2018-19,102.0,10.9,-0.5,0.6,7.1,37.0,DET,NBA,49.0,0.0,632.0,3.5,9.4,2.4,4.9,1.1,4.4,0.7,0.9,0.9,3.8,4.7,9.0,1.2,0.2,2.7,5.0,8.8,0.375,0.4920000000000001,0.24600000000000002,0.433,0.818,0.45299999999999996,2018,PG,5,Perimeter Scorer
Kentavious Caldwell-Pope,112,2018-19,113.0,18.1,0.7,4.0,12.9,25.0,LAL,NBA,82.0,23.0,2035.0,7.4,17.3,4.0,7.3,3.5,9.9,3.1,3.6,1.1,4.3,5.4,2.5,1.7,0.3,1.5,3.1,21.4,0.43,0.542,0.34700000000000003,0.53,0.867,0.568,2018,SG,7,Elite Wing
Isaiah Canaan,118,2018-19,102.0,14.2,-0.5,0.1,8.0,27.0,TOT,NBA,30.0,16.0,629.0,4.9,12.4,2.3,5.2,2.6,7.3,1.4,1.8,0.5,3.9,4.4,6.4,1.1,0.2,2.7,3.9,13.7,0.39,0.441,0.354,0.494,0.792,0.518,2018,PG,5,Perimeter Scorer
Isaiah Canaan,118,2018-19,102.0,14.2,-0.5,0.1,8.0,27.0,TOT,NBA,30.0,16.0,629.0,4.9,12.4,2.3,5.2,2.6,7.3,1.4,1.8,0.5,3.9,4.4,6.4,1.1,0.2,2.7,3.9,13.7,0.39,0.441,0.354,0.494,0.792,0.518,2018,PG,5,Perimeter Scorer
Isaiah Canaan,118,2018-19,102.0,14.2,-0.5,0.1,8.0,27.0,TOT,NBA,30.0,16.0,629.0,4.9,12.4,2.3,5.2,2.6,7.3,1.4,1.8,0.5,3.9,4.4,6.4,1.1,0.2,2.7,3.9,13.7,0.39,0.441,0.354,0.494,0.792,0.518,2018,PG,5,Perimeter Scorer
Isaiah Canaan,118,2018-19,102.0,14.2,-0.5,0.1,8.0,27.0,TOT,NBA,30.0,16.0,629.0,4.9,12.4,2.3,5.2,2.6,7.3,1.4,1.8,0.5,3.9,4.4,6.4,1.1,0.2,2.7,3.9,13.7,0.39,0.441,0.354,0.494,0.792,0.518,2018,PG,5,Perimeter Scorer
Clint Capela,108,2018-19,133.0,18.2,2.8,10.8,23.8,24.0,HOU,NBA,67.0,67.0,2249.0,10.3,16.0,10.3,16.0,0.0,0.0,3.6,5.7,6.5,12.0,18.5,2.1,1.0,2.2,2.1,3.7,24.3,0.648,0.648,0.0,0.648,0.636,0.6579999999999999,2018,C,6,Star Inside Big
DeMarre Carroll,111,2018-19,110.0,18.6,0.1,3.1,12.1,32.0,BRK,NBA,67.0,8.0,1703.0,6.3,16.1,3.4,7.4,3.0,8.7,5.1,6.8,1.9,7.9,9.8,2.4,0.9,0.3,2.0,3.2,20.8,0.395,0.457,0.342,0.48700000000000004,0.76,0.546,2018,PF,7,Elite Wing
Jevon Carter,109,2018-19,90.0,18.0,-0.3,0.0,7.8,23.0,MEM,NBA,39.0,3.0,577.0,4.8,15.9,1.9,7.1,2.9,8.8,2.2,2.8,1.2,4.5,5.7,5.9,2.2,0.9,2.8,4.7,14.8,0.303,0.265,0.33299999999999996,0.395,0.813,0.4320000000000001,2018,PG,5,Perimeter Scorer
Vince Carter,115,2018-19,112.0,16.7,0.1,1.9,11.8,42.0,ATL,NBA,76.0,9.0,1330.0,6.8,16.3,2.5,5.3,4.3,11.0,1.6,2.3,1.1,5.7,6.7,3.0,1.5,0.9,1.7,4.9,19.5,0.419,0.48,0.389,0.55,0.7120000000000001,0.565,2018,PF,1,3&D
Wendell Carter,110,2018-19,107.0,19.1,0.4,1.9,15.2,19.0,CHI,NBA,44.0,44.0,1110.0,7.9,16.2,7.6,14.8,0.3,1.4,3.9,4.9,3.8,9.6,13.4,3.4,1.1,2.5,2.8,6.6,19.9,0.485,0.513,0.188,0.493,0.795,0.541,2018,C,2,Do It All
Alex Caruso,110,2018-19,109.0,19.0,0.2,1.0,13.9,24.0,LAL,NBA,25.0,4.0,531.0,6.7,15.2,4.6,10.8,2.1,4.4,4.5,5.6,1.8,4.1,5.9,6.7,2.1,0.8,3.7,4.7,20.1,0.445,0.431,0.48,0.514,0.797,0.569,2018,PG,1,3&D
Omri Casspi,107,2018-19,112.0,18.0,0.0,1.3,15.7,30.0,MEM,NBA,36.0,0.0,520.0,8.2,15.4,6.8,11.3,1.4,4.1,3.7,5.5,1.6,9.4,11.0,2.5,1.9,0.9,2.2,3.3,21.6,0.534,0.602,0.349,0.581,0.672,0.606,2018,SF,2,Do It All
Willie Cauley-Stein,108,2018-19,118.0,17.5,2.3,6.7,18.0,25.0,SAC,NBA,81.0,81.0,2213.0,8.7,15.6,8.6,15.5,0.0,0.0,2.9,5.3,3.8,10.5,14.3,4.1,2.0,1.1,1.8,4.8,20.3,0.556,0.556,0.5,0.557,0.551,0.5660000000000001,2018,C,8,All Star
Tyson Chandler,108,2018-19,120.0,8.5,0.2,2.1,11.2,36.0,TOT,NBA,55.0,6.0,875.0,3.3,5.3,3.3,5.2,0.0,0.1,2.7,4.6,4.9,11.5,16.4,2.0,1.1,1.2,2.2,5.9,9.2,0.616,0.622,0.0,0.616,0.586,0.63,2018,C,3,Backup Inside Big
Tyson Chandler,108,2018-19,120.0,8.5,0.2,2.1,11.2,36.0,TOT,NBA,55.0,6.0,875.0,3.3,5.3,3.3,5.2,0.0,0.1,2.7,4.6,4.9,11.5,16.4,2.0,1.1,1.2,2.2,5.9,9.2,0.616,0.622,0.0,0.616,0.586,0.63,2018,C,3,Backup Inside Big
Tyson Chandler,108,2018-19,120.0,8.5,0.2,2.1,11.2,36.0,TOT,NBA,55.0,6.0,875.0,3.3,5.3,3.3,5.2,0.0,0.1,2.7,4.6,4.9,11.5,16.4,2.0,1.1,1.2,2.2,5.9,9.2,0.616,0.622,0.0,0.616,0.586,0.63,2018,C,3,Backup Inside Big
Wilson Chandler,112,2018-19,107.0,11.8,0.3,1.5,8.5,31.0,TOT,NBA,51.0,33.0,1177.0,4.6,11.0,2.2,4.6,2.4,6.3,0.7,1.0,1.9,6.7,8.6,3.3,1.0,0.8,1.8,4.9,12.2,0.418,0.478,0.373,0.526,0.72,0.537,2018,PF-SF,5,Perimeter Scorer
Wilson Chandler,112,2018-19,107.0,11.8,0.3,1.5,8.5,31.0,TOT,NBA,51.0,33.0,1177.0,4.6,11.0,2.2,4.6,2.4,6.3,0.7,1.0,1.9,6.7,8.6,3.3,1.0,0.8,1.8,4.9,12.2,0.418,0.478,0.373,0.526,0.72,0.537,2018,PF,5,Perimeter Scorer
Wilson Chandler,112,2018-19,107.0,11.8,0.3,1.5,8.5,31.0,TOT,NBA,51.0,33.0,1177.0,4.6,11.0,2.2,4.6,2.4,6.3,0.7,1.0,1.9,6.7,8.6,3.3,1.0,0.8,1.8,4.9,12.2,0.418,0.478,0.373,0.526,0.72,0.537,2018,SF,5,Perimeter Scorer
Marquese Chriss,113,2018-19,92.0,20.6,-0.5,-0.2,9.2,21.0,TOT,NBA,43.0,2.0,499.0,6.7,17.9,5.1,10.7,1.6,7.1,3.2,4.5,4.0,10.1,14.1,2.2,1.7,1.1,3.6,8.0,18.1,0.3720000000000001,0.47200000000000003,0.222,0.41700000000000004,0.711,0.455,2018,PF,5,Perimeter Scorer
Marquese Chriss,113,2018-19,92.0,20.6,-0.5,-0.2,9.2,21.0,TOT,NBA,43.0,2.0,499.0,6.7,17.9,5.1,10.7,1.6,7.1,3.2,4.5,4.0,10.1,14.1,2.2,1.7,1.1,3.6,8.0,18.1,0.3720000000000001,0.47200000000000003,0.222,0.41700000000000004,0.711,0.455,2018,PF,5,Perimeter Scorer
Marquese Chriss,113,2018-19,92.0,20.6,-0.5,-0.2,9.2,21.0,TOT,NBA,43.0,2.0,499.0,6.7,17.9,5.1,10.7,1.6,7.1,3.2,4.5,4.0,10.1,14.1,2.2,1.7,1.1,3.6,8.0,18.1,0.3720000000000001,0.47200000000000003,0.222,0.41700000000000004,0.711,0.455,2018,PF,5,Perimeter Scorer
Gary Clark,110,2018-19,108.0,10.9,0.0,1.0,9.2,24.0,HOU,NBA,51.0,2.0,641.0,3.8,11.6,0.7,1.0,3.1,10.6,0.5,0.5,1.8,7.0,8.9,1.4,1.5,2.0,0.5,3.6,11.3,0.331,0.6920000000000001,0.297,0.467,1.0,0.48,2018,PF,5,Perimeter Scorer
Ian Clark,116,2018-19,98.0,19.3,-0.8,-0.1,8.3,27.0,NOP,NBA,60.0,6.0,973.0,7.2,18.3,4.1,8.6,3.2,9.6,1.6,1.8,0.6,3.6,4.3,4.5,1.1,0.4,2.8,4.5,19.2,0.39399999999999996,0.47,0.327,0.48,0.892,0.502,2018,SG,5,Perimeter Scorer
Jordan Clarkson,119,2018-19,107.0,27.6,0.0,1.8,16.8,26.0,CLE,NBA,81.0,0.0,2214.0,11.9,26.5,8.6,16.5,3.2,10.0,3.6,4.3,1.8,4.2,6.1,4.4,1.3,0.3,3.0,2.5,30.6,0.44799999999999995,0.524,0.324,0.509,0.8440000000000001,0.539,2018,SG,2,Do It All
John Collins,115,2018-19,122.0,23.7,1.6,6.0,21.8,21.0,ATL,NBA,61.0,59.0,1829.0,11.7,21.0,10.4,17.0,1.4,4.0,5.1,6.7,5.5,9.5,15.0,3.1,0.6,1.0,3.0,5.0,30.0,0.56,0.609,0.348,0.593,0.763,0.627,2018,PF,8,All Star
Zach Collins,110,2018-19,112.0,16.6,0.7,2.9,13.5,21.0,POR,NBA,77.0,0.0,1356.0,6.8,14.3,5.3,10.0,1.4,4.3,3.4,4.5,3.9,7.7,11.6,2.5,0.9,2.4,2.8,6.2,18.3,0.473,0.534,0.331,0.523,0.746,0.562,2018,C,2,Do It All
Darren Collison,108,2018-19,118.0,17.7,1.8,6.8,16.7,31.0,IND,NBA,76.0,76.0,2143.0,7.0,15.0,5.2,10.6,1.8,4.4,3.6,4.3,0.8,4.5,5.3,10.5,2.5,0.2,2.9,3.1,19.5,0.467,0.4920000000000001,0.40700000000000003,0.527,0.8320000000000001,0.574,2018,PG,8,All Star
Mike Conley,111,2018-19,117.0,27.3,3.2,8.0,21.4,31.0,MEM,NBA,70.0,70.0,2342.0,10.4,23.8,7.1,14.7,3.3,9.0,7.3,8.6,0.8,4.2,5.1,9.5,2.0,0.5,2.8,2.6,31.4,0.43799999999999994,0.483,0.364,0.507,0.845,0.569,2018,PG,8,All Star
Pat Connaughton,107,2018-19,122.0,13.3,1.2,3.9,13.6,26.0,MIL,NBA,61.0,2.0,1261.0,6.0,12.9,3.6,5.5,2.4,7.4,1.1,1.5,2.2,7.3,9.5,4.5,1.2,0.9,1.2,3.0,15.5,0.466,0.647,0.33,0.56,0.725,0.573,2018,SG,7,Elite Wing
Quinn Cook,113,2018-19,110.0,20.2,-0.2,1.8,13.1,25.0,GSW,NBA,74.0,10.0,1059.0,9.2,19.7,5.5,10.7,3.6,9.0,0.9,1.2,1.0,6.1,7.1,5.2,0.9,0.1,2.2,4.1,22.9,0.465,0.515,0.405,0.557,0.769,0.565,2018,PG,1,3&D
DeMarcus Cousins,102,2018-19,109.0,28.1,1.1,2.4,21.4,28.0,GSW,NBA,30.0,30.0,771.0,11.0,22.9,9.4,17.0,1.6,5.9,6.5,8.9,2.7,12.6,15.2,6.6,2.5,2.7,4.4,6.7,30.1,0.48,0.551,0.27399999999999997,0.515,0.736,0.562,2018,C,2,Do It All
Robert Covington,108,2018-19,110.0,15.6,1.3,2.5,13.3,28.0,TOT,NBA,35.0,35.0,1203.0,6.2,14.3,2.8,5.4,3.4,8.9,2.7,3.5,1.1,6.5,7.6,1.8,2.9,1.9,1.9,5.0,18.4,0.431,0.518,0.37799999999999995,0.5479999999999999,0.764,0.58,2018,SF,1,3&D
Robert Covington,108,2018-19,110.0,15.6,1.3,2.5,13.3,28.0,TOT,NBA,35.0,35.0,1203.0,6.2,14.3,2.8,5.4,3.4,8.9,2.7,3.5,1.1,6.5,7.6,1.8,2.9,1.9,1.9,5.0,18.4,0.431,0.518,0.37799999999999995,0.5479999999999999,0.764,0.58,2018,SF,1,3&D
Robert Covington,108,2018-19,110.0,15.6,1.3,2.5,13.3,28.0,TOT,NBA,35.0,35.0,1203.0,6.2,14.3,2.8,5.4,3.4,8.9,2.7,3.5,1.1,6.5,7.6,1.8,2.9,1.9,1.9,5.0,18.4,0.431,0.518,0.37799999999999995,0.5479999999999999,0.764,0.58,2018,SF,1,3&D
Allen Crabbe,112,2018-19,100.0,16.4,-0.1,0.8,7.7,26.0,BRK,NBA,43.0,20.0,1133.0,5.8,15.7,1.6,4.8,4.1,10.9,1.7,2.4,0.7,5.5,6.2,1.9,1.0,0.5,1.9,4.3,17.4,0.3670000000000001,0.342,0.37799999999999995,0.499,0.732,0.519,2018,SG,5,Perimeter Scorer
Torrey Craig,110,2018-19,114.0,12.4,0.7,3.0,10.4,28.0,DEN,NBA,75.0,37.0,1503.0,5.2,11.8,3.2,5.7,2.0,6.1,1.6,2.3,2.9,5.7,8.6,2.4,1.2,1.5,1.4,5.7,14.1,0.442,0.569,0.324,0.526,0.7,0.547,2018,SF,1,3&D
Jamal Crawford,119,2018-19,102.0,20.8,-1.2,0.2,11.7,38.0,PHO,NBA,64.0,0.0,1211.0,6.9,17.3,4.2,9.3,2.6,8.0,3.7,4.3,0.3,3.0,3.4,9.0,1.3,0.5,3.9,3.0,20.0,0.397,0.45299999999999996,0.332,0.474,0.845,0.522,2018,SG,1,3&D
Jae Crowder,107,2018-19,107.0,19.1,1.3,4.4,12.1,28.0,UTA,NBA,80.0,11.0,2166.0,7.0,17.6,3.2,6.1,3.8,11.5,3.1,4.4,1.3,7.2,8.5,2.9,1.4,0.7,1.9,3.8,21.0,0.39899999999999997,0.527,0.331,0.508,0.721,0.5379999999999999,2018,SF,7,Elite Wing
Dante Cunningham,111,2018-19,121.0,8.9,0.4,1.9,10.2,31.0,SAS,NBA,64.0,21.0,928.0,3.9,8.3,2.4,4.9,1.6,3.4,0.7,0.9,2.5,7.4,9.9,2.6,1.4,0.7,1.2,3.7,10.2,0.475,0.484,0.462,0.57,0.778,0.585,2018,PF,1,3&D
Seth Curry,114,2018-19,113.0,16.6,0.2,2.4,11.4,28.0,POR,NBA,74.0,2.0,1399.0,7.3,16.1,3.4,7.4,3.9,8.7,1.5,1.8,0.9,3.2,4.2,2.3,1.2,0.4,2.1,3.4,20.1,0.456,0.46299999999999997,0.45,0.5770000000000001,0.846,0.595,2018,SG,1,3&D
Stephen Curry,110,2018-19,120.0,30.4,4.9,9.7,24.4,30.0,GSW,NBA,69.0,69.0,2331.0,12.9,27.3,5.7,10.8,7.2,16.5,5.4,5.9,0.9,6.6,7.5,7.4,1.9,0.5,3.9,3.4,38.4,0.47200000000000003,0.525,0.4370000000000001,0.604,0.9159999999999999,0.6409999999999999,2018,PG,4,Superstar
Troy Daniels,118,2018-19,104.0,17.6,-0.5,0.3,9.8,27.0,PHO,NBA,51.0,1.0,760.0,7.1,17.3,2.5,5.1,4.6,12.2,1.1,1.4,0.8,3.8,4.6,1.6,1.6,0.3,1.7,5.0,20.0,0.41100000000000003,0.48100000000000004,0.381,0.545,0.7829999999999999,0.5579999999999999,2018,SG,1,3&D
Anthony Davis,105,2018-19,122.0,29.5,4.9,9.5,30.3,25.0,NOP,NBA,56.0,56.0,1850.0,13.3,25.8,12.1,22.1,1.2,3.6,8.6,10.9,4.4,12.5,16.9,5.5,2.2,3.4,2.8,3.3,36.5,0.517,0.547,0.331,0.54,0.794,0.597,2018,C,4,Superstar
Ed Davis,105,2018-19,129.0,12.7,0.9,5.7,17.3,29.0,BRK,NBA,81.0,1.0,1446.0,6.1,9.9,6.1,9.9,0.0,0.1,3.3,5.3,7.1,15.7,22.8,2.0,1.2,1.1,2.1,7.4,15.5,0.616,0.62,0.0,0.616,0.617,0.632,2018,C,9,
Dewayne Dedmon,109,2018-19,115.0,16.7,1.3,4.0,16.0,29.0,ATL,NBA,64.0,52.0,1609.0,7.4,15.1,5.1,8.9,2.4,6.2,2.6,3.2,3.0,10.8,13.8,2.6,2.0,2.0,2.4,6.1,19.9,0.4920000000000001,0.57,0.382,0.5710000000000001,0.8140000000000001,0.602,2018,C,7,Elite Wing
Sam Dekker,114,2018-19,109.0,16.2,-0.1,1.0,13.3,24.0,TOT,NBA,47.0,5.0,788.0,7.3,15.5,6.1,11.8,1.2,3.8,1.7,2.8,3.2,5.8,9.0,2.8,2.3,0.4,1.5,2.9,17.4,0.469,0.521,0.306,0.506,0.609,0.519,2018,PF,1,3&D
Sam Dekker,114,2018-19,109.0,16.2,-0.1,1.0,13.3,24.0,TOT,NBA,47.0,5.0,788.0,7.3,15.5,6.1,11.8,1.2,3.8,1.7,2.8,3.2,5.8,9.0,2.8,2.3,0.4,1.5,2.9,17.4,0.469,0.521,0.306,0.506,0.609,0.519,2018,PF,1,3&D
Sam Dekker,114,2018-19,109.0,16.2,-0.1,1.0,13.3,24.0,TOT,NBA,47.0,5.0,788.0,7.3,15.5,6.1,11.8,1.2,3.8,1.7,2.8,3.2,5.8,9.0,2.8,2.3,0.4,1.5,2.9,17.4,0.469,0.521,0.306,0.506,0.609,0.519,2018,PF,1,3&D
Matthew Dellavedova,119,2018-19,107.0,17.9,-0.7,0.5,11.1,28.0,TOT,NBA,48.0,0.0,812.0,5.9,14.7,3.3,6.8,2.7,7.9,2.5,3.2,0.4,4.3,4.7,11.0,0.8,0.1,4.1,4.6,17.1,0.405,0.48200000000000004,0.33799999999999997,0.496,0.8079999999999999,0.532,2018,PG,1,3&D
Matthew Dellavedova,119,2018-19,107.0,17.9,-0.7,0.5,11.1,28.0,TOT,NBA,48.0,0.0,812.0,5.9,14.7,3.3,6.8,2.7,7.9,2.5,3.2,0.4,4.3,4.7,11.0,0.8,0.1,4.1,4.6,17.1,0.405,0.48200000000000004,0.33799999999999997,0.496,0.8079999999999999,0.532,2018,PG,1,3&D
Matthew Dellavedova,119,2018-19,107.0,17.9,-0.7,0.5,11.1,28.0,TOT,NBA,48.0,0.0,812.0,5.9,14.7,3.3,6.8,2.7,7.9,2.5,3.2,0.4,4.3,4.7,11.0,0.8,0.1,4.1,4.6,17.1,0.405,0.48200000000000004,0.33799999999999997,0.496,0.8079999999999999,0.532,2018,PG,1,3&D
DeMar DeRozan,111,2018-19,110.0,27.9,2.0,6.3,19.6,29.0,SAS,NBA,77.0,77.0,2688.0,11.5,23.9,11.3,23.0,0.1,0.8,6.6,8.0,1.0,7.4,8.4,8.6,1.6,0.7,3.6,3.2,29.7,0.48100000000000004,0.4920000000000001,0.156,0.483,0.83,0.542,2018,SG,6,Star Inside Big
Cheick Diallo,108,2018-19,119.0,16.0,0.1,2.6,17.5,22.0,NOP,NBA,64.0,1.0,896.0,8.7,14.1,8.7,13.8,0.1,0.2,2.6,3.5,3.9,13.3,17.2,1.7,1.5,1.7,2.5,5.9,20.1,0.62,0.625,0.25,0.622,0.746,0.644,2018,PF,2,Do It All
Hamidou Diallo,108,2018-19,103.0,16.6,-0.4,0.8,10.1,20.0,OKC,NBA,51.0,3.0,526.0,6.7,14.6,6.3,12.5,0.4,2.1,3.2,5.2,3.4,5.2,8.6,1.5,1.9,0.9,2.0,6.8,16.9,0.455,0.504,0.16699999999999998,0.467,0.61,0.4970000000000001,2018,SG,3,Backup Inside Big
Gorgui Dieng,108,2018-19,114.0,19.6,0.7,2.8,18.1,29.0,MIN,NBA,76.0,2.0,1031.0,8.8,17.5,7.9,14.9,0.9,2.6,4.1,4.9,3.8,10.7,14.5,3.3,2.2,1.9,2.6,6.2,22.5,0.501,0.53,0.33899999999999997,0.527,0.83,0.5720000000000001,2018,C,2,Do It All
Spencer Dinwiddie,113,2018-19,114.0,24.9,0.8,4.8,16.3,25.0,BRK,NBA,68.0,4.0,1914.0,9.1,20.6,6.0,11.4,3.1,9.2,7.1,8.9,0.6,3.5,4.1,7.7,1.0,0.4,3.8,4.7,28.4,0.442,0.528,0.335,0.517,0.8059999999999999,0.58,2018,PG,7,Elite Wing
Donte DiVincenzo,107,2018-19,102.0,15.1,0.0,0.6,9.1,22.0,MIL,NBA,27.0,0.0,411.0,5.7,14.0,3.2,4.6,2.5,9.4,1.0,1.4,1.8,5.5,7.3,3.5,1.5,0.7,2.1,4.3,14.8,0.40299999999999997,0.6829999999999999,0.265,0.4920000000000001,0.75,0.507,2018,SG,5,Perimeter Scorer
Luka Dončić,109,2018-19,107.0,30.5,3.6,4.9,19.6,19.0,DAL,NBA,72.0,72.0,2318.0,10.6,24.8,7.1,14.1,3.5,10.8,7.2,10.1,1.8,10.0,11.8,9.0,1.6,0.5,5.2,2.9,31.9,0.4270000000000001,0.503,0.327,0.4970000000000001,0.713,0.545,2018,SG,8,All Star
Tyler Dorsey,114,2018-19,104.0,19.7,-0.3,0.6,11.2,22.0,TOT,NBA,48.0,11.0,698.0,7.4,18.3,4.4,9.2,3.1,9.2,2.6,4.2,1.9,6.0,7.8,3.9,1.0,0.1,1.9,3.7,20.5,0.405,0.47700000000000004,0.33299999999999996,0.489,0.623,0.509,2018,SG,1,3&D
Tyler Dorsey,114,2018-19,104.0,19.7,-0.3,0.6,11.2,22.0,TOT,NBA,48.0,11.0,698.0,7.4,18.3,4.4,9.2,3.1,9.2,2.6,4.2,1.9,6.0,7.8,3.9,1.0,0.1,1.9,3.7,20.5,0.405,0.47700000000000004,0.33299999999999996,0.489,0.623,0.509,2018,SG,1,3&D
Tyler Dorsey,114,2018-19,104.0,19.7,-0.3,0.6,11.2,22.0,TOT,NBA,48.0,11.0,698.0,7.4,18.3,4.4,9.2,3.1,9.2,2.6,4.2,1.9,6.0,7.8,3.9,1.0,0.1,1.9,3.7,20.5,0.405,0.47700000000000004,0.33299999999999996,0.489,0.623,0.509,2018,SG,1,3&D
Damyean Dotson,116,2018-19,105.0,17.3,-0.2,1.5,10.8,24.0,NYK,NBA,73.0,40.0,2004.0,7.0,16.8,3.9,8.6,3.0,8.2,1.8,2.4,0.8,5.5,6.3,3.2,1.4,0.2,1.7,3.2,18.7,0.415,0.461,0.368,0.506,0.745,0.526,2018,SG,1,3&D
Goran Dragić,111,2018-19,106.0,23.7,0.2,1.6,13.9,32.0,MIA,NBA,36.0,22.0,991.0,8.8,21.3,6.0,13.3,2.8,8.1,3.9,5.0,1.0,4.5,5.5,8.6,1.5,0.2,3.5,4.0,24.4,0.413,0.45399999999999996,0.348,0.479,0.782,0.517,2018,PG,1,3&D
Andre Drummond,100,2018-19,113.0,22.9,3.3,10.0,23.4,25.0,DET,NBA,79.0,79.0,2647.0,10.4,19.6,10.4,18.9,0.1,0.7,4.5,7.7,7.9,15.1,22.9,2.1,2.5,2.6,3.3,5.1,25.5,0.5329999999999999,0.5479999999999999,0.132,0.536,0.59,0.555,2018,C,6,Star Inside Big
Jared Dudley,111,2018-19,110.0,10.4,0.4,1.8,7.8,33.0,BRK,NBA,59.0,25.0,1220.0,3.9,9.3,1.9,3.4,2.1,5.9,1.2,1.8,1.3,4.7,6.0,3.2,1.4,0.6,1.7,5.1,11.2,0.423,0.545,0.35100000000000003,0.5329999999999999,0.696,0.5539999999999999,2018,PF,5,Perimeter Scorer
Kris Dunn,112,2018-19,99.0,20.1,0.1,0.6,12.4,24.0,CHI,NBA,46.0,44.0,1389.0,7.5,17.7,6.3,14.3,1.2,3.4,1.9,2.4,0.7,5.9,6.5,9.7,2.4,0.7,3.6,5.8,18.1,0.425,0.441,0.354,0.45799999999999996,0.797,0.484,2018,PG,1,3&D
Kevin Durant,110,2018-19,121.0,29.0,4.3,11.5,24.2,30.0,GSW,NBA,78.0,78.0,2702.0,12.7,24.4,10.3,17.5,2.4,6.8,7.9,8.9,0.6,8.2,8.8,8.0,1.0,1.5,4.0,2.7,35.7,0.521,0.5870000000000001,0.353,0.5710000000000001,0.885,0.631,2018,SF,4,Superstar
Wayne Ellington,110,2018-19,112.0,17.2,0.7,2.6,11.8,31.0,TOT,NBA,53.0,38.0,1297.0,7.0,17.3,1.7,3.2,5.2,14.1,1.5,1.9,0.5,3.5,4.1,2.7,2.0,0.2,1.5,3.5,20.6,0.40299999999999997,0.541,0.371,0.5539999999999999,0.7959999999999999,0.569,2018,SG,7,Elite Wing
Wayne Ellington,110,2018-19,112.0,17.2,0.7,2.6,11.8,31.0,TOT,NBA,53.0,38.0,1297.0,7.0,17.3,1.7,3.2,5.2,14.1,1.5,1.9,0.5,3.5,4.1,2.7,2.0,0.2,1.5,3.5,20.6,0.40299999999999997,0.541,0.371,0.5539999999999999,0.7959999999999999,0.569,2018,SG,7,Elite Wing
Wayne Ellington,110,2018-19,112.0,17.2,0.7,2.6,11.8,31.0,TOT,NBA,53.0,38.0,1297.0,7.0,17.3,1.7,3.2,5.2,14.1,1.5,1.9,0.5,3.5,4.1,2.7,2.0,0.2,1.5,3.5,20.6,0.40299999999999997,0.541,0.371,0.5539999999999999,0.7959999999999999,0.569,2018,SG,7,Elite Wing
Joel Embiid,104,2018-19,114.0,33.3,3.3,8.7,26.1,24.0,PHI,NBA,64.0,64.0,2154.0,12.7,26.3,11.0,20.5,1.7,5.8,11.4,14.2,3.5,15.6,19.1,5.1,1.0,2.7,5.0,4.6,38.6,0.484,0.535,0.3,0.517,0.804,0.593,2018,C,4,Superstar
James Ennis,112,2018-19,119.0,12.7,0.4,2.6,11.0,28.0,TOT,NBA,58.0,27.0,1230.0,5.5,11.6,3.3,5.5,2.2,6.2,2.3,3.2,2.4,4.8,7.2,1.6,1.6,0.9,1.3,5.9,15.4,0.469,0.601,0.353,0.563,0.716,0.59,2018,SF,1,3&D
James Ennis,112,2018-19,119.0,12.7,0.4,2.6,11.0,28.0,TOT,NBA,58.0,27.0,1230.0,5.5,11.6,3.3,5.5,2.2,6.2,2.3,3.2,2.4,4.8,7.2,1.6,1.6,0.9,1.3,5.9,15.4,0.469,0.601,0.353,0.563,0.716,0.59,2018,SF,1,3&D
